cluster,intracluster_corr,cluster_size,cluster_gene_size,cluster_member,rest_count,stim8hr_count,stim48hr_count,cluster_member_with_condition,complex_corum,overlap_genes_corum,overlap_fraction_corum,raw_p_value_corum,complex_size_corum,overlap_size_corum,cluster_size_corum,fdr_corum,complex_stringdb,overlap_genes_stringdb,overlap_fraction_stringdb,raw_p_value_stringdb,complex_size_stringdb,overlap_size_stringdb,cluster_size_stringdb,fdr_stringdb,best_described_by,complex_kegg,overlap_genes_kegg,overlap_fraction_kegg,raw_p_value_kegg,complex_size_kegg,overlap_size_kegg,cluster_size_kegg,fdr_kegg,complex_reactome,overlap_genes_reactome,overlap_fraction_reactome,raw_p_value_reactome,complex_size_reactome,overlap_size_reactome,cluster_size_reactome,fdr_reactome,corr_rest,corr_stim8hr,corr_stim48hr,corr_shared,condition_specificity
35,0.18883631245699747,51,37,"['KLHDC10', 'ICOS', 'NIPBL', 'NEIL1', 'PXMP4', 'ZNF641', 'C8orf33', 'HSD17B13', 'AK3', 'RAB11FIP1', 'IL12RB2', 'ADAM19', 'LZTS1', 'ZNF92', 'PLA2G4A', 'FBXO32', 'PROX2', 'ALKBH2', 'SLAMF7', 'PDLIM2', 'SMAD3', 'LTB4R', 'GNG11', 'RASGRP1', 'RB1CC1', 'ARMC8', 'CCNC', 'HMGN5', 'NDRG1', 'ZSCAN2', 'HDHD3', 'LMTK2', 'CACHD1', 'MFHAS1', 'TM2D1', 'CIP2A', 'PIGB']",15,32,4,"['KLHDC10_Stim8hr', 'ICOS_Stim8hr', 'NIPBL_Rest', 'NEIL1_Stim8hr', 'PXMP4_Rest', 'PXMP4_Stim8hr', 'ZNF641_Stim8hr', 'C8orf33_Stim8hr', 'HSD17B13_Rest', 'AK3_Rest', 'RAB11FIP1_Stim8hr', 'IL12RB2_Stim8hr', 'ADAM19_Stim8hr', 'AK3_Stim8hr', 'LZTS1_Stim8hr', 'RAB11FIP1_Rest', 'ZNF92_Stim8hr', 'PLA2G4A_Stim8hr', 'FBXO32_Stim48hr', 'PROX2_Stim8hr', 'ALKBH2_Stim48hr', 'SLAMF7_Stim8hr', 'RAB11FIP1_Stim48hr', 'PDLIM2_Stim8hr', 'SMAD3_Stim8hr', 'LTB4R_Rest', 'GNG11_Stim8hr', 'RASGRP1_Stim8hr', 'RB1CC1_Rest', 'ZNF92_Rest', 'RASGRP1_Rest', 'ARMC8_Stim8hr', 'ALKBH2_Stim8hr', 'CCNC_Stim8hr', 'HMGN5_Stim8hr', 'NDRG1_Stim8hr', 'ZSCAN2_Rest', 'HDHD3_Stim8hr', 'LMTK2_Rest', 'CACHD1_Stim8hr', 'MFHAS1_Stim8hr', 'TM2D1_Stim8hr', 'CIP2A_Stim8hr', 'LTB4R_Stim8hr', 'PIGB_Rest', 'SMAD3_Rest', 'PXMP4_Stim48hr', 'IL12RB2_Rest', 'NIPBL_Stim8hr', 'HSD17B13_Stim8hr', 'ADAM19_Rest']",BCL6-HDAC4 complex,[],0.0,1.0,2,0,37,1.0,CL:31465,"['ARMC8', 'LZTS1']",0.05405405405405406,0.43750428830536403,74,2,37,1.0,"mostly uncharacterized, incl. CTLH, C-terminal LisH motif, and Fez1",KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,"['ICOS', 'RASGRP1']",0.05405405405405406,0.6440930012433266,108,2,37,1.0,REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1,"['PLA2G4A', 'GNG11']",0.05405405405405406,0.08676065590825864,25,2,37,1.0,0.2069703833952008,0.2153021238426086,0.1547200744800772,0.0971595159320492,across_condition
36,0.34784612348370164,8,8,"['SLC25A1', 'PDHB', 'MDH2', 'DLAT', 'PDHA1', 'CS', 'ACLY', 'STYXL1']",0,0,8,"['SLC25A1_Stim48hr', 'PDHB_Stim48hr', 'MDH2_Stim48hr', 'DLAT_Stim48hr', 'PDHA1_Stim48hr', 'CS_Stim48hr', 'ACLY_Stim48hr', 'STYXL1_Stim48hr']",BCL6-HDAC4 complex,[],0.0,1.0,2,0,8,1.0,CL:8466,"['DLAT', 'ACLY', 'CS', 'PDHB', 'MDH2', 'PDHA1']",0.75,1.5207795069355167e-08,56,6,8,0.00012821306032931984,"Citrate cycle (TCA cycle), and Pyruvate metabolism",KEGG_CITRATE_CYCLE_TCA_CYCLE,"['DLAT', 'ACLY', 'CS', 'PDHB', 'MDH2', 'PDHA1']",0.75,4.341439698143397e-10,32,6,8,4.4152441730118345e-06,REACTOME_PDH_COMPLEX_SYNTHESIZES_ACETYL_COA_FROM_PYR,"['DLAT', 'PDHB', 'PDHA1']",0.375,1.0396729975242566e-06,6,3,8,0.004354534740608932,0.0759874170750731,0.0863176825948388,0.3975384268385162,0.0646389640757121,Stim48hr
37,0.20912084177919124,17,9,"['EPC1', 'PPCS', 'ZCRB1', 'KIF20A', 'PPCDC', 'BRD8', 'ZRSR2', 'COASY', 'ACLY']",5,9,3,"['EPC1_Stim48hr', 'PPCS_Rest', 'PPCS_Stim8hr', 'ZCRB1_Stim8hr', 'KIF20A_Stim48hr', 'PPCDC_Rest', 'KIF20A_Rest', 'BRD8_Rest', 'ZRSR2_Stim8hr', 'EPC1_Stim8hr', 'EPC1_Rest', 'KIF20A_Stim8hr', 'COASY_Stim8hr', 'BRD8_Stim8hr', 'BRD8_Stim48hr', 'ACLY_Stim8hr', 'PPCDC_Stim8hr']",DMAP1-associated complex,"['BRD8', 'EPC1']",0.2222222222222222,0.0009183592533179215,10,2,9,1.0,CL:11025,"['COASY', 'PPCDC', 'PPCS']",0.3333333333333333,1.5576166350083962e-06,6,3,9,0.007525690279284725,Coenzyme A biosynthesis,KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS,"['COASY', 'PPCDC', 'PPCS']",0.3333333333333333,4.25657695203345e-05,16,3,9,0.1651885449657448,REACTOME_COENZYME_A_BIOSYNTHESIS,"['COASY', 'PPCDC', 'PPCS']",0.3333333333333333,2.7192183850941844e-06,7,3,9,0.010773316735043446,0.2035216783126701,0.2906185503183633,0.0777712401424227,0.115547529397677,Rest_Stim8hr
38,0.1973250520192944,14,6,"['BAHD1', 'ARRDC4', 'MEN1', 'MEAF6', 'DOT1L', 'PSIP1']",5,6,3,"['BAHD1_Stim48hr', 'ARRDC4_Rest', 'MEN1_Stim8hr', 'MEAF6_Rest', 'DOT1L_Stim8hr', 'DOT1L_Rest', 'MEAF6_Stim8hr', 'ARRDC4_Stim8hr', 'PSIP1_Rest', 'PSIP1_Stim48hr', 'MEAF6_Stim48hr', 'BAHD1_Stim8hr', 'PSIP1_Stim8hr', 'MEN1_Rest']",MLL2 complex,"['MEN1', 'PSIP1']",0.3333333333333333,0.0003859645554082753,10,2,6,1.0,CL:4759,"['MEAF6', 'MEN1', 'PSIP1']",0.5,0.012197589136776363,170,3,6,1.0,"Nucleosome, and Histone methyltransferase complex",KEGG_ABC_TRANSPORTERS,[],0.0,1.0,44,0,6,1.0,REACTOME_FORMATION_OF_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES,"['MEN1', 'PSIP1']",0.3333333333333333,0.007051360148828239,42,2,6,1.0,0.2312286477561777,0.2672799131308274,0.3214998969066011,0.1694929367826162,across_condition
39,0.11928807054195943,28,12,"['TSTD2', 'DCPS', 'CDKN2AIP', 'RBM12', 'RPRD1B', 'WDR82', 'UBE3D', 'DNAAF2', 'MRPS18B', 'DOP1A', 'CTDSPL2', 'SEC14L1']",9,10,9,"['TSTD2_Rest', 'DCPS_Rest', 'CDKN2AIP_Rest', 'RBM12_Rest', 'CDKN2AIP_Stim8hr', 'RPRD1B_Stim48hr', 'WDR82_Stim8hr', 'UBE3D_Stim48hr', 'DNAAF2_Stim8hr', 'UBE3D_Stim8hr', 'TSTD2_Stim8hr', 'MRPS18B_Rest', 'DOP1A_Stim8hr', 'RBM12_Stim48hr', 'RBM12_Stim8hr', 'DOP1A_Stim48hr', 'CTDSPL2_Rest', 'CTDSPL2_Stim8hr', 'MRPS18B_Stim8hr', 'DOP1A_Rest', 'RPRD1B_Rest', 'DNAAF2_Stim48hr', 'CTDSPL2_Stim48hr', 'SEC14L1_Stim48hr', 'RPRD1B_Stim8hr', 'TSTD2_Stim48hr', 'WDR82_Rest', 'CDKN2AIP_Stim48hr']",BCL6-HDAC4 complex,[],0.0,1.0,2,0,12,1.0,CL:2795,"['UBE3D', 'RPRD1B']",0.16666666666666666,0.023582706884226725,38,2,12,1.0,"mRNA cleavage factor complex, and CID domain",KEGG_ABC_TRANSPORTERS,[],0.0,1.0,44,0,12,1.0,REACTOME_2_LTR_CIRCLE_FORMATION,[],0.0,1.0,7,0,12,1.0,0.134536090906998,0.1401072375888241,0.1339953414700172,0.0904797699472554,across_condition
40,0.20414781411839536,6,4,"['PPP1R11', 'CCNQ', 'PPP1R7', 'CCNK']",1,1,4,"['PPP1R11_Stim48hr', 'CCNQ_Stim8hr', 'CCNQ_Rest', 'PPP1R7_Stim48hr', 'CCNK_Stim48hr', 'CCNQ_Stim48hr']",BCL6-HDAC4 complex,[],0.0,1.0,2,0,4,1.0,CL:8226,"['PPP1R7', 'PPP1R11']",0.5,3.463006531289787e-05,5,2,4,0.10784866274177937,"Protein phosphatase inhibitor 2 (IPP-2), and Myosin VI binding",KEGG_ABC_TRANSPORTERS,[],0.0,1.0,44,0,4,1.0,REACTOME_2_LTR_CIRCLE_FORMATION,[],0.0,1.0,7,0,4,1.0,0.1867720620547147,0.175079787843753,0.2576809328891212,0.1283613226419834,across_condition
41,0.21000961211568903,87,52,"['TMEM131L', 'ACAD11', 'OST4', 'TGDS', 'DNAJB11', 'FAM220A', 'UFL1', 'ALG1', 'SEC61B', 'ZNF554', 'GPI', 'AUP1', 'FAF2', 'PDIA6', 'DOLPP1', 'DNAJB9', 'PTRH2', 'TMED10', 'MPI', 'RWDD2A', 'USO1', 'SEC63', 'ALG13', 'TRAPPC13', 'TMEM186', 'ALG3', 'SEL1L', 'TMED2', 'MYO9A', 'ALG2', 'SYVN1', 'P4HB', 'RAD23A', 'UBA5', 'SSR2', 'UFM1', 'THAP5', 'DDRGK1', 'UBE2G2', 'GINM1', 'XRRA1', 'ALG6', 'GANAB', 'MANF', 'TRIB2', 'SLC35B1', 'MIA2', 'ALG8', 'PMM2', 'DEGS1', 'GNPNAT1', 'RFT1']",25,46,16,"['TMEM131L_Stim48hr', 'ACAD11_Rest', 'OST4_Stim8hr', 'TGDS_Rest', 'DNAJB11_Rest', 'FAM220A_Stim8hr', 'UFL1_Rest', 'ALG1_Stim8hr', 'SEC61B_Stim8hr', 'ZNF554_Rest', 'GPI_Stim8hr', 'ACAD11_Stim48hr', 'AUP1_Stim8hr', 'FAF2_Stim8hr', 'PDIA6_Rest', 'DOLPP1_Stim8hr', 'DNAJB9_Rest', 'ACAD11_Stim8hr', 'PTRH2_Stim8hr', 'UFL1_Stim8hr', 'ZNF554_Stim48hr', 'TMED10_Stim8hr', 'MPI_Stim8hr', 'RWDD2A_Stim8hr', 'USO1_Rest', 'SEC63_Stim48hr', 'ALG13_Stim8hr', 'TRAPPC13_Stim8hr', 'TMEM186_Stim8hr', 'ALG3_Stim8hr', 'TMED10_Stim48hr', 'SEL1L_Stim48hr', 'TMED2_Stim8hr', 'MYO9A_Stim8hr', 'ALG2_Stim8hr', 'SYVN1_Stim8hr', 'P4HB_Stim8hr', 'RAD23A_Rest', 'UFL1_Stim48hr', 'UBA5_Rest', 'SSR2_Rest', 'UFM1_Rest', 'THAP5_Rest', 'MYO9A_Rest', 'SYVN1_Rest', 'DDRGK1_Rest', 'DNAJB9_Stim48hr', 'SYVN1_Stim48hr', 'UBE2G2_Stim8hr', 'DNAJB11_Stim48hr', 'TMEM131L_Stim8hr', 'P4HB_Stim48hr', 'GINM1_Stim8hr', 'PDIA6_Stim8hr', 'XRRA1_Rest', 'DNAJB9_Stim8hr', 'TMED10_Rest', 'DDRGK1_Stim8hr', 'ALG6_Stim8hr', 'GANAB_Stim8hr', 'TGDS_Stim8hr', 'SEC63_Rest', 'MANF_Rest', 'ZNF554_Stim8hr', 'P4HB_Rest', 'USO1_Stim8hr', 'TMED2_Stim48hr', 'TRIB2_Stim8hr', 'FAF2_Rest', 'FAF2_Stim48hr', 'SEC63_Stim8hr', 'SLC35B1_Stim8hr', 'MIA2_Stim48hr', 'TMEM131L_Rest', 'ALG8_Rest', 'ALG8_Stim8hr', 'SEL1L_Stim8hr', 'XRRA1_Stim8hr', 'PDIA6_Stim48hr', 'UBA5_Stim8hr', 'PMM2_Stim8hr', 'UFM1_Stim8hr', 'DEGS1_Stim8hr', 'SEL1L_Rest', 'UFM1_Stim48hr', 'GNPNAT1_Stim8hr', 'RFT1_Stim8hr']",AUP1-OS9-SEL1L-UBC6e-UBXD8 complex,"['FAF2', 'SEL1L', 'AUP1']",0.057692307692307696,0.0001983132811318057,5,3,52,0.7435719292296842,CL:28646,"['ALG13', 'DOLPP1', 'ALG1', 'ALG6', 'PMM2', 'MPI', 'RFT1', 'ALG8', 'ALG2']",0.17307692307692307,3.8194017668785644e-10,19,9,52,5.336581698464989e-06,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose",KEGG_N_GLYCAN_BIOSYNTHESIS,"['ALG13', 'DOLPP1', 'ALG1', 'ALG6', 'ALG3', 'GANAB', 'ALG8', 'RFT1', 'ALG2']",0.17307692307692307,2.565752243588366e-06,46,9,52,0.017395800211529124,REACTOME_DISEASES_ASSOCIATED_WITH_N_GLYCOSYLATION_OF_PROTEINS,"['ALG13', 'ALG1', 'ALG6', 'ALG3', 'ALG8', 'RFT1', 'ALG2']",0.1346153846153846,5.19053323700475e-07,20,7,52,0.0023810335383512384,0.1615224083510391,0.2025090371364298,0.0827376059758738,0.1138961813411506,across_condition
42,0.1519110075124142,16,13,"['TESPA1', 'ARID2', 'DTX4', 'EZH2', 'APOBEC3B', 'TFDP1', 'CMTM7', 'CDADC1', 'ZBTB39', 'ERCC6L', 'MAP1LC3B', 'ZNF254', 'RFWD3']",12,3,1,"['TESPA1_Rest', 'ARID2_Rest', 'DTX4_Rest', 'EZH2_Rest', 'APOBEC3B_Rest', 'TFDP1_Stim48hr', 'CMTM7_Rest', 'CDADC1_Rest', 'TFDP1_Rest', 'ZBTB39_Stim8hr', 'ERCC6L_Stim8hr', 'MAP1LC3B_Rest', 'ZNF254_Rest', 'ZBTB39_Rest', 'RFWD3_Rest', 'TFDP1_Stim8hr']",BCL6-HDAC4 complex,[],0.0,1.0,2,0,13,1.0,CL:39184,[],0.0,1.0,7,0,13,1.0,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",KEGG_ABC_TRANSPORTERS,[],0.0,1.0,44,0,13,1.0,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6,"['TFDP1', 'EZH2']",0.15384615384615385,0.02230603306656599,34,2,13,1.0,0.1667474988637549,0.1317164341400802,0.0560376287469582,0.0686632119813688,across_condition
43,0.2380008776923787,4,2,"['CLASRP', 'CFAP20']",2,2,0,"['CLASRP_Stim8hr', 'CLASRP_Rest', 'CFAP20_Rest', 'CFAP20_Stim8hr']",BCL6-HDAC4 complex,[],0.0,1.0,2,0,2,1.0,CL:39184,[],0.0,1.0,7,0,2,1.0,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",KEGG_ABC_TRANSPORTERS,[],0.0,1.0,44,0,2,1.0,REACTOME_2_LTR_CIRCLE_FORMATION,[],0.0,1.0,7,0,2,1.0,0.348452110773363,0.3735673886274668,0.4184943464697058,0.2284522399579087,across_condition
44,0.25603824496321537,12,12,"['SHLD1', 'NSUN2', 'LAT2', 'ZNF649', 'DAP', 'CFAP298', 'PIK3R4', 'IL21', 'HPS1', 'ZMYM2', 'TNNC1', 'INSR']",0,12,0,"['SHLD1_Stim8hr', 'NSUN2_Stim8hr', 'LAT2_Stim8hr', 'ZNF649_Stim8hr', 'DAP_Stim8hr', 'CFAP298_Stim8hr', 'PIK3R4_Stim8hr', 'IL21_Stim8hr', 'HPS1_Stim8hr', 'ZMYM2_Stim8hr', 'TNNC1_Stim8hr', 'INSR_Stim8hr']",BCL6-HDAC4 complex,[],0.0,1.0,2,0,12,1.0,CL:17472,"['LAT2', 'INSR']",0.16666666666666666,0.04843312170739198,56,2,12,1.0,"mixed, incl. GPVI-mediated activation cascade, and Insulin receptor binding",KEGG_ABC_TRANSPORTERS,[],0.0,1.0,44,0,12,1.0,REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,"['PIK3R4', 'INSR']",0.16666666666666666,0.0453285809331688,54,2,12,1.0,0.2297218986201627,0.2793144490507803,0.2992123287130666,0.1648945850781246,across_condition
45,0.08534701100017975,14,8,"['CDK5RAP3', 'CCDC6', 'APC', 'GPR63', 'CARM1', 'HEATR3', 'GSTCD', 'INTS12']",5,5,4,"['CDK5RAP3_Rest', 'CCDC6_Stim48hr', 'APC_Stim8hr', 'GPR63_Rest', 'CARM1_Stim8hr', 'CARM1_Rest', 'HEATR3_Rest', 'GSTCD_Stim48hr', 'INTS12_Rest', 'INTS12_Stim8hr', 'INTS12_Stim48hr', 'CARM1_Stim48hr', 'CCDC6_Stim8hr', 'GSTCD_Stim8hr']",BCL6-HDAC4 complex,[],0.0,1.0,2,0,8,1.0,CL:39184,[],0.0,1.0,7,0,8,1.0,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",KEGG_ABC_TRANSPORTERS,[],0.0,1.0,44,0,8,1.0,REACTOME_2_LTR_CIRCLE_FORMATION,[],0.0,1.0,7,0,8,1.0,0.0787674433662011,0.0363346676144559,0.0325014206968409,0.0383550078381067,Rest
46,0.3079929088755784,6,6,"['ERGIC3', 'FBXO32', 'DOP1B', 'MOV10', 'ATP8B1', 'RB1CC1']",0,6,0,"['ERGIC3_Stim8hr', 'FBXO32_Stim8hr', 'DOP1B_Stim8hr', 'MOV10_Stim8hr', 'ATP8B1_Stim8hr', 'RB1CC1_Stim8hr']",BCL6-HDAC4 complex,[],0.0,1.0,2,0,6,1.0,CL:12762,"['DOP1B', 'ATP8B1']",0.3333333333333333,0.0017728535494212425,21,2,6,1.0,"P-type ATPase, C-terminal, and Protein dopey",KEGG_ABC_TRANSPORTERS,[],0.0,1.0,44,0,6,1.0,REACTOME_2_LTR_CIRCLE_FORMATION,[],0.0,1.0,7,0,6,1.0,0.385436828405623,0.369591490650694,0.2412716456493678,0.1359327805057445,across_condition
47,0.3425304772387545,10,4,"['CTBP1', 'ZEB1', 'KDM1A', 'RCOR1']",4,3,3,"['CTBP1_Rest', 'ZEB1_Rest', 'CTBP1_Stim48hr', 'KDM1A_Stim48hr', 'RCOR1_Rest', 'KDM1A_Stim8hr', 'KDM1A_Rest', 'RCOR1_Stim8hr', 'CTBP1_Stim8hr', 'RCOR1_Stim48hr']",CtBP core complex,"['CTBP1', 'ZEB1', 'KDM1A', 'RCOR1']",1.0,2.53473078472659e-10,9,4,4,1.1697139139852473e-05,CL:20926,"['CTBP1', 'ZEB1']",0.5,3.463006531289787e-05,5,2,4,0.10784866274177937,"C-terminal binding protein, and Hypoxia-mediated EMT and stemness",KEGG_ABC_TRANSPORTERS,[],0.0,1.0,44,0,4,1.0,REACTOME_REGULATION_OF_PTEN_GENE_TRANSCRIPTION,"['KDM1A', 'RCOR1']",0.5,0.00608522213080899,61,2,4,1.0,0.3739318506261913,0.338615404511889,0.3256388083624938,0.2579563465141531,across_condition
48,0.304322523880752,13,13,"['DDX1', 'RTRAF', 'PPA2', 'TRMT61A', 'ADAT3', 'PMM2', 'RNASEH1', 'METTL1', 'PGS1', 'NDUFA8', 'LAMTOR2', 'NUP188', 'TSEN2']",13,0,0,"['DDX1_Rest', 'RTRAF_Rest', 'PPA2_Rest', 'TRMT61A_Rest', 'ADAT3_Rest', 'PMM2_Rest', 'RNASEH1_Rest', 'METTL1_Rest', 'PGS1_Rest', 'NDUFA8_Rest', 'LAMTOR2_Rest', 'NUP188_Rest', 'TSEN2_Rest']",tRNA Splicing Ligase Complex,"['RTRAF', 'DDX1']",0.15384615384615385,0.00044584122314187427,5,2,13,1.0,CL:3211,"['RTRAF', 'DDX1']",0.15384615384615385,0.00044584122314187427,5,2,13,0.9437314551443298,tRNA-splicing ligase complex,KEGG_OXIDATIVE_PHOSPHORYLATION,"['PPA2', 'NDUFA8']",0.15384615384615385,0.23700445992281785,133,2,13,1.0,REACTOME_TRNA_PROCESSING,"['DDX1', 'NUP188', 'TRMT61A', 'ADAT3', 'RTRAF', 'METTL1', 'TSEN2']",0.5384615384615384,3.0333432037470076e-06,112,7,13,0.011238828237498407,0.3296827342041479,0.2288776713945735,0.3000314742550302,0.1555217661651814,across_condition
49,0.16170378652572476,4,4,"['VPS41', 'PDCL', 'RANBP3', 'SRD5A1']",4,0,0,"['VPS41_Rest', 'PDCL_Rest', 'RANBP3_Rest', 'SRD5A1_Rest']",BCL6-HDAC4 complex,[],0.0,1.0,2,0,4,1.0,CL:39184,[],0.0,1.0,7,0,4,1.0,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",KEGG_ABC_TRANSPORTERS,[],0.0,1.0,44,0,4,1.0,REACTOME_2_LTR_CIRCLE_FORMATION,[],0.0,1.0,7,0,4,1.0,0.2156050487009663,0.039337523424069,0.0125448841308342,0.0283840268812376,Rest
50,0.1413661802397089,8,8,"['SENP1', 'TMEM214', 'ACTR2', 'ISCA1', 'ARPC2', 'SCAF8', 'ARPC3', 'PPP1R7']",8,0,0,"['SENP1_Rest', 'TMEM214_Rest', 'ACTR2_Rest', 'ISCA1_Rest', 'ARPC2_Rest', 'SCAF8_Rest', 'ARPC3_Rest', 'PPP1R7_Rest']",Arp2/3 protein complex,"['ARPC3', 'ACTR2', 'ARPC2']",0.375,1.8157503572496825e-06,7,3,8,0.016758453954925506,CL:17858,"['ARPC3', 'ACTR2', 'ARPC2']",0.375,1.0396729975242566e-06,6,3,8,0.005541081937062913,Arp2/3 protein complex,KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,"['ARPC3', 'ARPC2']",0.25,0.02219224298756704,56,2,8,1.0,REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES,"['ACTR2', 'ARPC2', 'ARPC3']",0.375,0.00034921387024989577,36,3,8,0.6936215496051151,0.1615613488453816,0.148261743038378,0.1611621296935311,0.0578572631181786,across_condition
51,0.20543194426603142,23,23,"['ATP5ME', 'PELO', 'ALG1', 'TET2', 'RPTOR', 'ADAT2', 'MIOS', 'MPI', 'PRELID1', 'PPP1R15B', 'DOLPP1', 'RRAGA', 'TMED2', 'ATP5PO', 'VPS29', 'CREBBP', 'FOXO1', 'SLC25A51', 'LAMTOR3', 'CRLS1', 'ATP5MF', 'ATP5F1A', 'EIF1']",23,0,0,"['ATP5ME_Rest', 'PELO_Rest', 'ALG1_Rest', 'TET2_Rest', 'RPTOR_Rest', 'ADAT2_Rest', 'MIOS_Rest', 'MPI_Rest', 'PRELID1_Rest', 'PPP1R15B_Rest', 'DOLPP1_Rest', 'RRAGA_Rest', 'TMED2_Rest', 'ATP5PO_Rest', 'VPS29_Rest', 'CREBBP_Rest', 'FOXO1_Rest', 'SLC25A51_Rest', 'LAMTOR3_Rest', 'CRLS1_Rest', 'ATP5MF_Rest', 'ATP5F1A_Rest', 'EIF1_Rest']","F1F0-ATPase, mitochondrial","['ATP5MF', 'ATP5ME', 'ATP5PO', 'ATP5F1A']",0.17391304347826086,2.9372503780144204e-05,16,4,23,0.17621064350272772,CL:11270,"['ATP5MF', 'ATP5ME', 'ATP5PO', 'ATP5F1A']",0.17391304347826086,2.154070290271861e-06,9,4,23,0.00994286150279728,Formation of ATP by chemiosmotic coupling,KEGG_OXIDATIVE_PHOSPHORYLATION,"['ATP5MF', 'ATP5PO', 'ATP5ME', 'ATP5F1A']",0.17391304347826086,0.07652623726792715,133,4,23,1.0,REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING,"['ATP5MF', 'ATP5PO', 'ATP5ME', 'ATP5F1A']",0.17391304347826086,7.565871111167985e-05,20,4,23,0.1799603157571827,0.2147697599144873,0.116426118066072,0.14942735973636,0.0565039265231809,across_condition
52,0.2572289748508906,4,4,"['OXA1L', 'SSB', 'ALDH18A1', 'SLC7A11']",4,0,0,"['OXA1L_Rest', 'SSB_Rest', 'ALDH18A1_Rest', 'SLC7A11_Rest']",BCL6-HDAC4 complex,[],0.0,1.0,2,0,4,1.0,CL:39184,[],0.0,1.0,7,0,4,1.0,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",KEGG_ABC_TRANSPORTERS,[],0.0,1.0,44,0,4,1.0,REACTOME_2_LTR_CIRCLE_FORMATION,[],0.0,1.0,7,0,4,1.0,0.3429719664678541,0.320333345215705,0.1699748478641989,0.1396769264198942,across_condition
53,0.1406872331318994,4,4,"['NMT2', 'UNCX', 'SEC14L1', 'PCBP1']",0,4,0,"['NMT2_Stim8hr', 'UNCX_Stim8hr', 'SEC14L1_Stim8hr', 'PCBP1_Stim8hr']",BCL6-HDAC4 complex,[],0.0,1.0,2,0,4,1.0,CL:39184,[],0.0,1.0,7,0,4,1.0,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",KEGG_ABC_TRANSPORTERS,[],0.0,1.0,44,0,4,1.0,REACTOME_2_LTR_CIRCLE_FORMATION,[],0.0,1.0,7,0,4,1.0,0.0919729685823083,0.1875829775091992,0.063077173217919,0.0535317235140459,Stim8hr
