ensg	obs_lof	exp_lof	shet	post_lower_95	post_upper_95	GENE	shet_BIN_raw	shet_BIN
ENSG00000067064	9	14.582	0.00873631	0.00104205	0.02257205	IDI1	(0.00444,0.0102]	5
ENSG00000169718	19	28.876	0.00874727	0.00188105	0.01803505	DUS1L	(0.00444,0.0102]	5
ENSG00000197818	19	27.492	0.00874908	0.00310205	0.01658005	SLC9A8	(0.00444,0.0102]	5
ENSG00000102575	4	12.637	0.00874973	0.00059305	0.02647605	ACP5	(0.00444,0.0102]	5
ENSG00000205593	19	33.518	0.00875136	0.00283005	0.01692305	DENND6B	(0.00444,0.0102]	5
ENSG00000082146	9	22.807	0.00875769	0.00154905	0.02050805	STRADB	(0.00444,0.0102]	5
ENSG00000116874	5	15.786	0.00876609	0.00079105	0.02686405	WARS2	(0.00444,0.0102]	5
ENSG00000162929	21	44.155	0.00876685	0.00201005	0.01791105	SANBR	(0.00444,0.0102]	5
ENSG00000005075	4	6.6375	0.00876686	0.00078205	0.02524705	POLR2J	(0.00444,0.0102]	5
ENSG00000203805	8	14.086	0.00876773	0.00079605	0.02398105	PLPP4	(0.00444,0.0102]	5
ENSG00000108107	0	4.8452	0.00877075	0.00013405	0.03439405	RPL28	(0.00444,0.0102]	5
ENSG00000099341	5	16.639	0.00877187	0.00083005	0.02262705	PSMD8	(0.00444,0.0102]	5
ENSG00000120992	9	14.393	0.00877628	0.00139305	0.02169805	LYPLA1	(0.00444,0.0102]	5
ENSG00000171159	2	1.4879	0.00877724	0.00014305	0.03604805	BBLN	(0.00444,0.0102]	5
ENSG00000110848	4	9.9826	0.00878653	7.61e-05	0.03995605	CD69	(0.00444,0.0102]	5
ENSG00000134058	13	20.238	0.00879412	0.00256405	0.01774405	CDK7	(0.00444,0.0102]	5
ENSG00000266472	2	3.7272	0.00879419	6.61e-05	0.03920505	MRPS21	(0.00444,0.0102]	5
ENSG00000134668	26	44.775	0.00879652	0.00010405	0.02948605	SPOCD1	(0.00444,0.0102]	5
ENSG00000170820	19	22.953	0.00879909	0.00309805	0.01674105	FSHR	(0.00444,0.0102]	5
ENSG00000122176	6	12.018	0.00879958	0.00045405	0.02698205	FMOD	(0.00444,0.0102]	5
ENSG00000157020	7	21.714	0.0088024	0.00099005	0.02367305	SEC13	(0.00444,0.0102]	5
ENSG00000177469	5	9.7101	0.00880585	0.00040905	0.02839505	CAVIN1	(0.00444,0.0102]	5
ENSG00000227500	6	13.687	0.00880817	0.00059505	0.02461405	SCAMP4	(0.00444,0.0102]	5
ENSG00000111907	9	12.623	0.00880864	0.00104405	0.02264805	TPD52L1	(0.00444,0.0102]	5
ENSG00000115486	28	41.274	0.00881201	0.00338105	0.01585405	GGCX	(0.00444,0.0102]	5
ENSG00000205581	2	6.9031	0.00881371	0.00011905	0.03432305	HMGN1	(0.00444,0.0102]	5
ENSG00000110841	35	61.755	0.00881545	0.00348905	0.01531305	PPFIBP1	(0.00444,0.0102]	5
ENSG00000205670	0	3.1025	0.00882026	4.51e-05	0.04252905	SMIM11	(0.00444,0.0102]	5
ENSG00000087074	20	23.527	0.00882276	0.00022205	0.03376705	PPP1R15A	(0.00444,0.0102]	5
ENSG00000130598	3	10.055	0.0088271	0.00036705	0.02814105	TNNI2	(0.00444,0.0102]	5
ENSG00000259511	0	0.53798	0.008829	1.51e-05	0.03628605	UBE2Q2L	(0.00444,0.0102]	5
ENSG00000088356	6	7.4937	0.00883777	0.00031805	0.03157605	PDRG1	(0.00444,0.0102]	5
ENSG00000168447	17	31.955	0.00884134	0.00072205	0.02200905	SCNN1B	(0.00444,0.0102]	5
ENSG00000085840	29	44.886	0.00884498	0.00187105	0.01809505	ORC1	(0.00444,0.0102]	5
ENSG00000053918	17	31.333	0.00884602	0.00310905	0.01649105	KCNQ1	(0.00444,0.0102]	5
ENSG00000165661	16	29.007	0.00884616	0.00102505	0.02109705	QSOX2	(0.00444,0.0102]	5
ENSG00000164087	12	20.873	0.00884673	0.00108705	0.02264105	POC1A	(0.00444,0.0102]	5
ENSG00000174307	1	3.4066	0.00884689	0.00022705	0.03354805	PHLDA3	(0.00444,0.0102]	5
ENSG00000164169	24	36.358	0.00884697	0.00323805	0.01632905	PRMT9	(0.00444,0.0102]	5
ENSG00000066427	7	26.708	0.00884798	0.00212505	0.02365705	ATXN3	(0.00444,0.0102]	5
ENSG00000188517	37	55.497	0.00885088	0.00262005	0.01724205	COL25A1	(0.00444,0.0102]	5
ENSG00000122012	14	34.879	0.00885778	0.00217705	0.01746205	SV2C	(0.00444,0.0102]	5
ENSG00000100324	14	23.492	0.00886568	0.00256005	0.01861805	TAB1	(0.00444,0.0102]	5
ENSG00000189001	11	18.294	0.00887331	0.00153905	0.02061305	SBSN	(0.00444,0.0102]	5
ENSG00000144063	1	3.188	0.00888673	0.00073205	0.02525005	MALL	(0.00444,0.0102]	5
ENSG00000163209	NA	NA	0.00889453	8.41e-05	0.03878905	SPRR3	(0.00444,0.0102]	5
ENSG00000140474	10	29.068	0.00889473	0.00070405	0.02349105	ULK3	(0.00444,0.0102]	5
ENSG00000129422	26	51.88	0.008895	0.00203905	0.01766905	MTUS1	(0.00444,0.0102]	5
ENSG00000188199	3	5.1063	0.00890006	3.11e-05	0.03950405	NUTM2B	(0.00444,0.0102]	5
ENSG00000204464	1	2.3209	0.00890676	1.91e-05	0.03834405	TMEM51-AS2	(0.00444,0.0102]	5
ENSG00000131966	9	23.866	0.00891929	0.00118305	0.02113505	ACTR10	(0.00444,0.0102]	5
ENSG00000165507	0	0.50302	0.00892411	6.21e-05	0.03847905	DEPP1	(0.00444,0.0102]	5
ENSG00000099968	7	16.378	0.00892509	0.00045705	0.02703705	BCL2L13	(0.00444,0.0102]	5
ENSG00000150275	52	82.506	0.00892659	0.00293605	0.01544505	PCDH15	(0.00444,0.0102]	5
ENSG00000135148	17	29.12	0.00893605	0.00162805	0.01970005	TRAFD1	(0.00444,0.0102]	5
ENSG00000198542	18	27.473	0.00894095	0.00097305	0.02271705	ITGBL1	(0.00444,0.0102]	5
ENSG00000168350	7	10.819	0.00894123	0.00052805	0.02921905	DEGS2	(0.00444,0.0102]	5
ENSG00000249709	1	4.5735	0.00894378	0.00062305	0.02819805	ZNF564	(0.00444,0.0102]	5
ENSG00000186501	9	10.508	0.00894484	0.00076605	0.02819305	TMEM222	(0.00444,0.0102]	5
ENSG00000157796	31	74.616	0.00895164	0.00128505	0.01866705	WDR19	(0.00444,0.0102]	5
ENSG00000254402	7	13.678	0.00895279	0.00010705	0.03509405	LRRC24	(0.00444,0.0102]	5
ENSG00000165915	7	16.45	0.00895284	0.00185905	0.02216005	SLC39A13	(0.00444,0.0102]	5
ENSG00000141378	5	5.7215	0.00895399	0.00037205	0.03021105	PTRH2	(0.00444,0.0102]	5
ENSG00000187627	4	6.5972	0.00895726	0.00027805	0.03646805	RGPD1	(0.00444,0.0102]	5
ENSG00000103018	3	8.8073	0.00896167	0.00073205	0.02625005	CYB5B	(0.00444,0.0102]	5
ENSG00000168876	6	8.777	0.00896588	0.00069005	0.02624605	ANKRD49	(0.00444,0.0102]	5
ENSG00000136436	12	29.909	0.00896722	0.00020605	0.02839405	CALCOCO2	(0.00444,0.0102]	5
ENSG00000135409	20	31.126	0.00898229	0.00242905	0.01758605	AMHR2	(0.00444,0.0102]	5
ENSG00000104381	14	18.83	0.00899415	0.00290605	0.01765505	GDAP1	(0.00444,0.0102]	5
ENSG00000186897	1	5.2894	0.00900794	9.71e-05	0.04078905	C1QL4	(0.00444,0.0102]	5
ENSG00000135378	3	9.3407	0.00901286	0.00048105	0.02871505	PRRG4	(0.00444,0.0102]	5
ENSG00000006071	51	84.216	0.00901404	0.00446405	0.01456905	ABCC8	(0.00444,0.0102]	5
ENSG00000171989	2	4.1285	0.00901411	1.61e-05	0.03722805	LDHAL6B	(0.00444,0.0102]	5
ENSG00000115295	17	32.022	0.00901424	0.00162505	0.02025305	CLIP4	(0.00444,0.0102]	5
ENSG00000153006	2	9.1801	0.00902043	0.00062805	0.02608005	SREK1IP1	(0.00444,0.0102]	5
ENSG00000177427	5	12.652	0.00902525	0.00046705	0.03025905	MIEF2	(0.00444,0.0102]	5
ENSG00000165449	7	19.206	0.00902743	0.00016905	0.03167205	SLC16A9	(0.00444,0.0102]	5
ENSG00000013374	12	33.479	0.00903154	0.00166705	0.01957105	NUB1	(0.00444,0.0102]	5
ENSG00000153714	3	5.5326	0.00903226	0.00065005	0.02717005	LURAP1L	(0.00444,0.0102]	5
ENSG00000129951	6	15.627	0.00904144	0.00035705	0.03029905	PLPPR3	(0.00444,0.0102]	5
ENSG00000170745	7	14.527	0.00904914	0.00201205	0.02039905	KCNS3	(0.00444,0.0102]	5
ENSG00000135443	13	25.011	0.00905263	0.00239605	0.01858605	KRT85	(0.00444,0.0102]	5
ENSG00000100312	5	11.941	0.00905674	0.00033505	0.02991405	ACR	(0.00444,0.0102]	5
ENSG00000171478	0	0.29023	0.00908749	1.91e-05	0.03773905	SPACA5B	(0.00444,0.0102]	5
ENSG00000169105	2	9.8312	0.00909061	0.00059405	0.02550705	CHST14	(0.00444,0.0102]	5
ENSG00000131650	10	18.497	0.00909265	0.00118805	0.02344905	KREMEN2	(0.00444,0.0102]	5
ENSG00000149311	103	170.95	0.00909409	0.00504405	0.01359005	ATM	(0.00444,0.0102]	5
ENSG00000198835	4	7.4486	0.00909737	0.00032405	0.03075405	GJC2	(0.00444,0.0102]	5
ENSG00000204571	0	0.9019	0.00910268	1.61e-05	0.03759505	KRTAP5-11	(0.00444,0.0102]	5
ENSG00000178199	3	10.309	0.00910323	0.00012705	0.03558005	ZC3H12D	(0.00444,0.0102]	5
ENSG00000175538	0	1.6541	0.00910349	6.31e-05	0.04114905	KCNE3	(0.00444,0.0102]	5
ENSG00000127884	7	13.754	0.00911465	0.00127605	0.02281305	ECHS1	(0.00444,0.0102]	5
ENSG00000062038	21	35.4	0.00911869	0.00180105	0.01950005	CDH3	(0.00444,0.0102]	5
ENSG00000134109	24	31.012	0.00913176	0.00354305	0.01651105	EDEM1	(0.00444,0.0102]	5
ENSG00000139292	19	38.53	0.00913406	0.00272805	0.01791605	LGR5	(0.00444,0.0102]	5
ENSG00000177666	7	17.753	0.00913439	0.00059105	0.02623205	PNPLA2	(0.00444,0.0102]	5
ENSG00000139370	12	19.589	0.00914027	0.00131605	0.02377905	SLC15A4	(0.00444,0.0102]	5
ENSG00000169612	4	6.9742	0.00914085	0.00013105	0.03435605	RAMAC	(0.00444,0.0102]	5
ENSG00000228208	1	1.0923	0.00914105	1.71e-05	0.03826805	LINC02869	(0.00444,0.0102]	5
ENSG00000198843	3	9.4055	0.00914375	0.00061705	0.02621905	SELENOT	(0.00444,0.0102]	5
ENSG00000167414	1	2.2666	0.0091508	0.00013605	0.03847005	GNG8	(0.00444,0.0102]	5
ENSG00000257949	3	4.4971	0.00915158	8.81e-05	0.04287405	TEN1	(0.00444,0.0102]	5
ENSG00000180332	5	8.6719	0.00915201	0.00114005	0.02333805	KCTD4	(0.00444,0.0102]	5
ENSG00000172987	11	26.53	0.00916502	0.00234705	0.01975305	HPSE2	(0.00444,0.0102]	5
ENSG00000100100	5	12.488	0.00917312	0.00019005	0.03330805	PIK3IP1	(0.00444,0.0102]	5
ENSG00000112984	29	53.429	0.00917629	0.00162805	0.01844805	KIF20A	(0.00444,0.0102]	5
ENSG00000180667	3	9.8662	0.00918215	0.00171205	0.02135205	YOD1	(0.00444,0.0102]	5
ENSG00000112183	3	8.5882	0.00919033	0.00105805	0.02330105	RBM24	(0.00444,0.0102]	5
ENSG00000127980	35	69.833	0.00919106	0.00226605	0.01760505	PEX1	(0.00444,0.0102]	5
ENSG00000186017	4	18.269	0.00919512	0.00023405	0.03463805	ZNF566	(0.00444,0.0102]	5
ENSG00000124067	27	54.803	0.00919521	0.00244005	0.01814505	SLC12A4	(0.00444,0.0102]	5
ENSG00000177324	6	21.772	0.00920314	0.00018505	0.02447005	BEND2	(0.00444,0.0102]	5
ENSG00000166979	8	19.384	0.00921187	0.00063405	0.02598305	EVA1C	(0.00444,0.0102]	5
ENSG00000107521	18	38.575	0.00921583	0.00064405	0.02270505	HPS1	(0.00444,0.0102]	5
ENSG00000160410	18	37.164	0.00922886	0.00404805	0.01587605	SHKBP1	(0.00444,0.0102]	5
ENSG00000255378	NA	NA	0.00923221	3.51e-05	0.03888805	PRR23D2	(0.00444,0.0102]	5
ENSG00000150361	16	34.281	0.00923914	0.00324705	0.01739505	KLHL1	(0.00444,0.0102]	5
ENSG00000138101	22	39.754	0.00924028	0.00295905	0.01729205	DTNB	(0.00444,0.0102]	5
ENSG00000010292	34	77.788	0.00924244	0.00374205	0.01512405	NCAPD2	(0.00444,0.0102]	5
ENSG00000166106	15	32.122	0.00924524	0.00086205	0.02252005	ADAMTS15	(0.00444,0.0102]	5
ENSG00000197880	1	4.8066	0.00924721	2.41e-05	0.04223305	MDS2	(0.00444,0.0102]	5
ENSG00000213931	3	5.0548	0.00925786	0.00035605	0.03309105	HBE1	(0.00444,0.0102]	5
ENSG00000163220	0	1.738	0.00926501	6.11e-05	0.04163605	S100A9	(0.00444,0.0102]	5
ENSG00000124587	15	35.653	0.00926878	0.00269605	0.01835305	PEX6	(0.00444,0.0102]	5
ENSG00000079335	17	33.324	0.00927065	0.00147205	0.02044405	CDC14A	(0.00444,0.0102]	5
ENSG00000181634	6	12.457	0.00927504	0.00040705	0.02848305	TNFSF15	(0.00444,0.0102]	5
ENSG00000232237	NA	NA	0.00927623	6.91e-05	0.03915505	ASCL5	(0.00444,0.0102]	5
ENSG00000188386	4	3.3896	0.00928096	1.31e-05	0.03812405	PPP3R2	(0.00444,0.0102]	5
ENSG00000119614	8	13.845	0.00928178	0.00108705	0.02347705	VSX2	(0.00444,0.0102]	5
ENSG00000182613	2	4.3826	0.00928726	8.21e-05	0.03911205	OR2V2	(0.00444,0.0102]	5
ENSG00000119321	31	68.943	0.00929419	0.00310605	0.01676405	FKBP15	(0.00444,0.0102]	5
ENSG00000110057	6	23.215	0.00930651	0.00020705	0.03765005	UNC93B1	(0.00444,0.0102]	5
ENSG00000198855	5	11.476	0.00930752	4.41e-05	0.04540905	FICD	(0.00444,0.0102]	5
ENSG00000160602	19	34.924	0.00930844	0.00315405	0.01782905	NEK8	(0.00444,0.0102]	5
ENSG00000134755	19	40.471	0.00930928	0.00186605	0.01993005	DSC2	(0.00444,0.0102]	5
ENSG00000148606	47	68.447	0.00931087	0.00464105	0.01491705	POLR3A	(0.00444,0.0102]	5
ENSG00000128524	3	4.4512	0.00931157	0.00025805	0.03533305	ATP6V1F	(0.00444,0.0102]	5
ENSG00000140367	15	24.465	0.00931268	0.00238905	0.01923605	UBE2Q2	(0.00444,0.0102]	5
ENSG00000134049	3	5.388	0.00931292	0.00012205	0.03767405	IER3IP1	(0.00444,0.0102]	5
ENSG00000140379	2	6.922	0.00932466	0.00035505	0.02993905	BCL2A1	(0.00444,0.0102]	5
ENSG00000258484	0	1.0136	0.00934064	7.41e-05	0.04093505	SPESP1	(0.00444,0.0102]	5
ENSG00000100106	63	108.83	0.00934271	0.00489905	0.01409805	TRIOBP	(0.00444,0.0102]	5
ENSG00000108823	7	16.655	0.00934297	0.00030305	0.03025905	SGCA	(0.00444,0.0102]	5
ENSG00000150783	5	5.2099	0.0093459	6.01e-05	0.04241005	TEX12	(0.00444,0.0102]	5
ENSG00000220575	6	5.9315	0.00935243	7.71e-05	0.03807805	HTR5A-AS1	(0.00444,0.0102]	5
ENSG00000103932	38	65.304	0.00935985	0.00392805	0.01548305	RPAP1	(0.00444,0.0102]	5
ENSG00000151388	40	75.69	0.00936004	0.00318405	0.01684305	ADAMTS12	(0.00444,0.0102]	5
ENSG00000100211	5	6.8618	0.00936255	0.00060405	0.02975405	CBY1	(0.00444,0.0102]	5
ENSG00000158079	14	35.423	0.00936334	0.00210405	0.01900905	PTPDC1	(0.00444,0.0102]	5
ENSG00000167671	12	22.154	0.00936462	0.00082605	0.02466805	UBXN6	(0.00444,0.0102]	5
ENSG00000131095	12	18.958	0.00937288	0.00148305	0.02147805	GFAP	(0.00444,0.0102]	5
ENSG00000137558	5	13.309	0.00937441	0.00105905	0.02506805	PI15	(0.00444,0.0102]	5
ENSG00000119638	36	55.258	0.00937568	0.00451005	0.01510005	NEK9	(0.00444,0.0102]	5
ENSG00000188033	6	7.8193	0.00937932	0.00088805	0.02869405	ZNF490	(0.00444,0.0102]	5
ENSG00000174417	3	12.152	0.00938727	0.00142005	0.02286205	TRHR	(0.00444,0.0102]	5
ENSG00000108590	6	9.2595	0.009394	0.00128905	0.02328605	MED31	(0.00444,0.0102]	5
ENSG00000180535	3	3.0337	0.00939922	0.00046905	0.03267605	BHLHA15	(0.00444,0.0102]	5
ENSG00000077800	12	18.858	0.00940272	0.00118005	0.02327505	FKBP6	(0.00444,0.0102]	5
ENSG00000169905	1	5.4378	0.00940747	0.00172205	0.02290005	TOR1AIP2	(0.00444,0.0102]	5
ENSG00000230510	3	6.9008	0.00941426	2.31e-05	0.04624305	PPP5D1P	(0.00444,0.0102]	5
ENSG00000010318	9	22.986	0.00942313	0.00125305	0.02289605	PHF7	(0.00444,0.0102]	5
ENSG00000214274	0	0.066789	0.00942332	6.21e-05	0.03998905	ANG	(0.00444,0.0102]	5
ENSG00000177868	4	3.4806	0.00942971	0.00056905	0.03027905	SVBP	(0.00444,0.0102]	5
ENSG00000173848	14	28.341	0.00943031	0.00170605	0.02013305	NET1	(0.00444,0.0102]	5
ENSG00000167291	16	31.537	0.00943782	0.00283405	0.01865905	TBC1D16	(0.00444,0.0102]	5
ENSG00000165606	7	10.81	0.00943958	0.00053505	0.02839905	DRGX	(0.00444,0.0102]	5
ENSG00000177646	17	31.321	0.00943964	0.00057805	0.02435105	ACAD9	(0.00444,0.0102]	5
ENSG00000165688	20	27.159	0.00944418	0.00137505	0.02201005	PMPCA	(0.00444,0.0102]	5
ENSG00000187954	3	14.689	0.00945399	0.00232805	0.02425405	CYHR1	(0.00444,0.0102]	5
ENSG00000105011	7	8.4562	0.00945557	0.00078205	0.02723305	ASF1B	(0.00444,0.0102]	5
ENSG00000153130	4	7.5949	0.00946127	0.00056205	0.02894405	SCOC	(0.00444,0.0102]	5
ENSG00000141401	7	14.223	0.00946422	0.00031605	0.02907405	IMPA2	(0.00444,0.0102]	5
ENSG00000170417	4	11.664	0.00946876	7.41e-05	0.04048305	TMEM182	(0.00444,0.0102]	5
ENSG00000132846	1	0.80233	0.0094811	0.00013205	0.03943305	ZBED3	(0.00444,0.0102]	5
ENSG00000185885	1	1.8238	0.00948149	0.00016605	0.03901005	IFITM1	(0.00444,0.0102]	5
ENSG00000137171	12	36.47	0.00948181	0.00135205	0.02113305	KLC4	(0.00444,0.0102]	5
ENSG00000177108	3	7.3847	0.00949016	0.00043505	0.03193205	ZDHHC22	(0.00444,0.0102]	5
ENSG00000134531	1	6.0265	0.00949028	0.00027405	0.03447305	EMP1	(0.00444,0.0102]	5
ENSG00000149231	15	26.978	0.00949583	0.00095305	0.02335105	CCDC82	(0.00444,0.0102]	5
ENSG00000130822	10	15.477	0.00950109	0.00191305	0.02041605	PNCK	(0.00444,0.0102]	5
ENSG00000149313	5	14.659	0.00950653	0.00041705	0.02961205	AASDHPPT	(0.00444,0.0102]	5
ENSG00000204392	7	7.0626	0.00950773	0.00123305	0.02348905	LSM2	(0.00444,0.0102]	5
ENSG00000108264	18	31.504	0.00953178	0.00310805	0.01778405	NA	(0.00444,0.0102]	5
ENSG00000175728	4	4.5693	0.00954856	2.01e-05	0.04149005	LINC02873	(0.00444,0.0102]	5
ENSG00000104889	6	13.458	0.00955802	0.00043905	0.03110705	RNASEH2A	(0.00444,0.0102]	5
ENSG00000124491	18	36.122	0.00956034	0.00351305	0.01697705	F13A1	(0.00444,0.0102]	5
ENSG00000204991	19	32.374	0.00956901	0.00288905	0.01818305	SPIRE2	(0.00444,0.0102]	5
ENSG00000119392	23	43.328	0.00957644	0.00381105	0.01678705	GLE1	(0.00444,0.0102]	5
ENSG00000107672	7	21.143	0.00957922	0.00102605	0.02407505	NSMCE4A	(0.00444,0.0102]	5
ENSG00000122335	16	38.823	0.00958498	0.00222305	0.01958605	SERAC1	(0.00444,0.0102]	5
ENSG00000118972	3	6.0086	0.00958592	0.00030405	0.03535705	FGF23	(0.00444,0.0102]	5
ENSG00000147509	9	15.669	0.00958859	0.00090305	0.02705805	RGS20	(0.00444,0.0102]	5
ENSG00000125462	7	6.015	0.00958962	1.41e-05	0.04422805	MIR9-1HG	(0.00444,0.0102]	5
ENSG00000109083	3	9.081	0.00959067	0.00016705	0.04019405	IFT20	(0.00444,0.0102]	5
ENSG00000136699	35	45.419	0.00959687	0.00338205	0.01774905	SMPD4	(0.00444,0.0102]	5
ENSG00000183287	14	21.761	0.00959774	0.00201505	0.02146205	CCBE1	(0.00444,0.0102]	5
ENSG00000203778	0	2.589	0.00960714	0.00015005	0.04263005	FAM229B	(0.00444,0.0102]	5
ENSG00000174529	4	5.0588	0.00961006	3.31e-05	0.04059705	TMEM81	(0.00444,0.0102]	5
ENSG00000085662	10	17.009	0.00961322	0.00143805	0.02380705	AKR1B1	(0.00444,0.0102]	5
ENSG00000103671	17	38.2	0.00962415	0.00192605	0.01976505	TRIP4	(0.00444,0.0102]	5
ENSG00000003249	7	8.4604	0.00962421	0.00045705	0.03064105	DBNDD1	(0.00444,0.0102]	5
ENSG00000214046	4	5.8683	0.00962509	0.00016005	0.03729805	SMIM7	(0.00444,0.0102]	5
ENSG00000206344	2	1.8572	0.00962716	1.71e-05	0.04276005	HCG27	(0.00444,0.0102]	5
ENSG00000204673	3	9.2949	0.00962761	0.00045705	0.03067205	AKT1S1	(0.00444,0.0102]	5
ENSG00000205356	24	66.942	0.00964472	0.00467905	0.01581005	TECPR1	(0.00444,0.0102]	5
ENSG00000182533	4	6.0955	0.00964521	0.00066705	0.02872705	CAV3	(0.00444,0.0102]	5
ENSG00000185966	0	1.6325	0.00964781	5.81e-05	0.04397905	LCE3E	(0.00444,0.0102]	5
ENSG00000121073	10	16.647	0.00965866	0.00060805	0.02670005	SLC35B1	(0.00444,0.0102]	5
ENSG00000168653	3	5.65	0.00966567	0.00013205	0.03899905	NDUFS5	(0.00444,0.0102]	5
ENSG00000185863	0	3.3324	0.00967493	2.91e-05	0.04482705	TMEM210	(0.00444,0.0102]	5
ENSG00000132470	45	89.022	0.00967499	0.00336505	0.01672305	ITGB4	(0.00444,0.0102]	5
ENSG00000261787	2	2.0414	0.00969529	6.11e-05	0.04112405	TCF24	(0.00444,0.0102]	5
ENSG00000211454	6	7.2566	0.00969731	2.41e-05	0.04076505	AKR7L	(0.00444,0.0102]	5
ENSG00000130427	5	11.729	0.00969778	0.00025605	0.03028805	EPO	(0.00444,0.0102]	5
ENSG00000184990	4	9.6138	0.00970561	0.00015405	0.03254005	SIVA1	(0.00444,0.0102]	5
ENSG00000149262	27	53.218	0.00970681	0.00279805	0.01809205	INTS4	(0.00444,0.0102]	5
ENSG00000169169	22	45.246	0.00970939	0.00291605	0.01880805	CPT1C	(0.00444,0.0102]	5
ENSG00000166986	33	56.641	0.00971448	0.00401505	0.01664205	MARS1	(0.00444,0.0102]	5
ENSG00000100314	3	10.137	0.00971855	0.00067605	0.02902805	CABP7	(0.00444,0.0102]	5
ENSG00000135390	8	8.4187	0.00972496	0.00088305	0.02680405	ATP5MC2	(0.00444,0.0102]	5
ENSG00000138375	17	41.744	0.00973408	0.00241205	0.01960405	SMARCAL1	(0.00444,0.0102]	5
ENSG00000167083	1	2.6901	0.00974503	0.00031205	0.03531405	GNGT2	(0.00444,0.0102]	5
ENSG00000196475	15	16.195	0.00975195	0.00014605	0.04047805	GK2	(0.00444,0.0102]	5
ENSG00000135423	22	37.781	0.00976407	0.00399305	0.01708005	GLS2	(0.00444,0.0102]	5
ENSG00000070601	30	62.047	0.00977184	0.00305905	0.01778005	FRMPD1	(0.00444,0.0102]	5
ENSG00000105699	16	27.939	0.00977261	0.00088305	0.02430105	LSR	(0.00444,0.0102]	5
ENSG00000162817	2	2.8954	0.0097742	0.00010805	0.04175905	C1orf115	(0.00444,0.0102]	5
ENSG00000076067	14	27.191	0.0097795	0.00126905	0.02281605	RBMS2	(0.00444,0.0102]	5
ENSG00000111196	2	8.4968	0.00978494	0.00025305	0.03662705	MAGOHB	(0.00444,0.0102]	5
ENSG00000125510	2	10.197	0.00978819	0.00151005	0.02432405	OPRL1	(0.00444,0.0102]	5
ENSG00000019582	4	16.239	0.00979053	0.00201105	0.02147905	CD74	(0.00444,0.0102]	5
ENSG00000139668	16	24.445	0.00979728	0.00219905	0.02163805	WDFY2	(0.00444,0.0102]	5
ENSG00000111087	27	40.312	0.00979902	0.00202105	0.01970005	GLI1	(0.00444,0.0102]	5
ENSG00000117614	6	14.222	0.00980663	0.00051305	0.02832905	SYF2	(0.00444,0.0102]	5
ENSG00000178921	38	64.409	0.00980986	0.00405905	0.01674805	PFAS	(0.00444,0.0102]	5
ENSG00000111445	9	20.947	0.00980989	0.00154005	0.02223205	RFC5	(0.00444,0.0102]	5
ENSG00000124203	22	42.51	0.00981136	0.00043705	0.02393805	ZNF831	(0.00444,0.0102]	5
ENSG00000111670	39	62.034	0.00981679	0.00486805	0.01569905	GNPTAB	(0.00444,0.0102]	5
ENSG00000170949	3	5.7926	0.00981711	0.00209105	0.02414805	ZNF160	(0.00444,0.0102]	5
ENSG00000163536	6	18.391	0.00982222	0.00119705	0.02595805	SERPINI1	(0.00444,0.0102]	5
ENSG00000136048	3	11.537	0.0098229	0.00125405	0.02490105	DRAM1	(0.00444,0.0102]	5
ENSG00000101639	57	118.01	0.00982499	0.00400205	0.01675105	CEP192	(0.00444,0.0102]	5
ENSG00000170540	5	13.532	0.00982863	0.00116905	0.02400105	ARL6IP1	(0.00444,0.0102]	5
ENSG00000188133	4	5.5667	0.00983938	0.00053405	0.03203205	TMEM215	(0.00444,0.0102]	5
ENSG00000155189	11	18.593	0.00984129	0.00224405	0.02107905	AGPAT5	(0.00444,0.0102]	5
ENSG00000139797	1	9.5066	0.00985822	0.00013405	0.03310305	RNF113B	(0.00444,0.0102]	5
ENSG00000116459	7	15.159	0.00985944	0.00027805	0.03918405	ATP5PB	(0.00444,0.0102]	5
ENSG00000173080	8	8.1324	0.00986224	2.51e-05	0.04157205	RXFP4	(0.00444,0.0102]	5
ENSG00000188937	2	5.543	0.00986483	0.00011805	0.03611005	NYX	(0.00444,0.0102]	5
ENSG00000244411	1	0.98926	0.00986615	1.81e-05	0.04126505	KRTAP5-7	(0.00444,0.0102]	5
ENSG00000155034	9	17.852	0.00987146	0.00342605	0.01881805	FBXL18	(0.00444,0.0102]	5
ENSG00000061492	6	15.81	0.00987544	0.00116805	0.02475205	WNT8A	(0.00444,0.0102]	5
ENSG00000132016	10	21.895	0.00988641	7.11e-05	0.04664405	BRME1	(0.00444,0.0102]	5
ENSG00000138433	15	23.312	0.00989329	0.00275105	0.01965505	CIR1	(0.00444,0.0102]	5
ENSG00000160255	28	38.761	0.0098969	0.00372405	0.01773505	ITGB2	(0.00444,0.0102]	5
ENSG00000168454	0	3.2214	0.0099141	4.21e-05	0.04771405	TXNDC2	(0.00444,0.0102]	5
ENSG00000124374	5	7.1292	0.00991457	0.00053405	0.03048905	PAIP2B	(0.00444,0.0102]	5
ENSG00000115902	5	16.502	0.00991486	0.00212805	0.02286205	SLC1A4	(0.00444,0.0102]	5
ENSG00000122642	12	23.864	0.00991494	0.00235705	0.02121605	FKBP9	(0.00444,0.0102]	5
ENSG00000123836	16	31.348	0.00993119	0.00396005	0.01793205	PFKFB2	(0.00444,0.0102]	5
